Latitude,Longitude,RotationName,WeppOM,WepsOM,Rusle2OM,WeppFO,WepsFO,Rusle2FO,WeppER,WepsER,Rusle2ER,WeppStir,WepsStir,Rusle2Stir,WepsWindErosion,WeppSoilLoss,WepsAverageBiomass,Rusle2SoilLoss,Rusle2Sci
46.311713123,-116.896475566,Transition_NoTill,-0.04960000142455101,0.6222,0.717950513657798,0.8402640223503113,0.7604,0.734653465346535,0.9965749979019165,1,0.970992957076145,16.133333206176758,24.2,26.8,0,0.008700000122189522,3.485297740093,0.073677889026591,0.775240183016962
47.769957463,-117.813086294,Transition_ReducedTillage,0.3167000114917755,0.4056,0.30344439399189,0.6498759984970093,0.6499,0.649876237623762,0.9327160120010376,1,0.658143235203024,35.36249923706055,35.3625,35.3625,0,0.17090000212192535,3.02002632797,0.868316182584318,0.512956899686866
47.394980347,-118.229727534,GrainFallow_ReducedTillage,0.5493000149726868,0.0021,0.183650891550357,0.3934650123119354,0.3935,0.395915841584158,0.8602759838104248,1,0.480389138135765,61.260005950927734,61.26,61.0125,0,0.3549000024795532,2.153274310947,1.31981158913516,0.327904520880959
46.895010859,-118.39638403,GrainFallow_ReducedTillage,0.3598000109195709,-0.0814,0.28646976197154,0.3934650123119354,0.3935,0.395915841584158,0.9990940093994141,0.6368,0.926608890334568,61.260005950927734,61.26,61.0125,0.922513212148,0.002300000051036477,1.973500217864,0.186413418550196,0.458276019489193
45.853407759,-118.60470465,Transition_ReducedTillage,-0.06870000064373016,0.2115,0.137451857323465,0.6498759984970093,0.6499,0.649876237623762,0.9817320108413696,0.996,0.752756028323454,35.36249923706055,35.3625,35.3625,0.010260059903,0.04639999940991402,2.602932588435,0.627999688058427,0.465482443643582
46.686690239,-117.188124434,Annual_ReducedTillage_PreventedPlanting_6yr,0.24500000476837158,0.5136,0.22267939890909,0.468968003988266,0.3805,0.380672442244224,0.5576379895210266,0.9239,-0.799051918679483,53.634281158447266,62.5733,62.5520833333333,0.19315677991299998,1.1236000061035156,3.25199289969,4.56959187344589,0.081530352725429
47.769957463,-117.77142217,Transition_HeavyTillage,0.3926999866962433,0.2043,0.264525465307304,0.058316998183727264,0.0583,0.113572607260726,0.2794089913368225,0.9873,-0.425509472063611,95.10999298095703,95.11,89.5291666666667,0.032118448391999996,1.830299973487854,2.5873194537999997,3.62079405904157,0.06613733461449
46.145056627,-119.64630775,GrainFallow_NoTill,0.3671000003814697,0.4758,1.43339945785041,0.8801980018615723,0.7604,0.76039603960396,0.999409019947052,1,0.998782593456682,12.100000381469727,24.2,24.2,0,0.001500000013038516,3.1708045995879997,0.003092212620026,1.07727471767308
46.311713123,-116.896475566,Transition_ReducedTillage,-0.007400000002235174,0.0889,0.138755063533109,0.6498759984970093,0.6499,0.649876237623762,0.9958270192146301,1,0.844954410267776,35.36249923706055,35.3625,35.3625,0,0.010599999688565731,2.339293657884,0.393815797919849,0.484443402516304
45.561758891,-120.771239098,GrainFallow_NoTill,-0.4097999930381775,0.6528,1.21059272678786,0.8801980018615723,0.7604,0.76039603960396,0.9983069896697998,1,0.995099825796305,12.100000381469727,24.2,24.2,0,0.00430000014603138,3.55087290556,0.012446442477387,0.987415471715991
47.228323851,-118.854689394,GrainFallow_NoTill,0.3677000105381012,0.6331,1.42790522148029,0.8801980018615723,0.7604,0.76039603960396,0.999646008014679,1,0.99839755598617,12.100000381469727,24.2,24.2,0,0.0008999999845400453,3.508494397265,0.004070207795128,1.07500001563093
46.895010859,-118.354719906,GrainFallow_HeavyTillage,0.2363000065088272,-0.122,0.163618971815573,0.011435999535024166,0.0114,0.011386138613861,0.9982680082321167,-1.0182,0.756668631648464,99.8449935913086,99.845,99.85,5.1260151454509995,0.004399999976158142,1.8865127534689998,0.618061675612901,0.221335770501467
45.853407759,-118.563040526,Transition_HeavyTillage,-0.09589999914169312,0.0526,0.102126823028612,0.058316998183727264,0.0583,0.113572607260726,0.9683859944343567,-0.3293,0.174486767282475,95.10999298095703,95.11,89.5291666666667,3.376451887209,0.08030000329017639,2.2616740742699997,2.09680361110251,0.12117712557223